,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,15,2011,Diamondbacks,P,2021,1458,12990.0,4330,1604,90,48,42,313,131,108,131,42,61,43,9,39,0.985,,5,1,-6,5,37,57,2160,1812,0.839,554,,21,-4.0,-0.8,58.6,6.9,60.6,7.2,54,0.9,73.6,,,,,,,,,,,,,12,2,0,18.4
1,12,2011,Rays,2B,2114,1458,13041.0,4347,1519,73,34,37,319,140,106,140,48,104,33,5,45,0.988,,1,4,6,12,38,65,2106,1779,0.845,545,,40,1.2,5.0,44.5,6.6,57.3,9.3,54,0.4,59.8,,,,,,,,,,,,,-16,0,10,-20.6
2,18,2011,Reds,1B,2172,1458,13209.0,4403,1758,91,54,37,340,147,101,147,30,81,44,5,51,0.985,,-2,-4,1,-5,52,61,2295,1955,0.852,479,,32,3.0,-3.9,29.0,10.4,38.5,5.2,66,2.0,44.5,,,,,,,,,,,,,7,1,1,10.9
3,1,2011,Angels,P,1999,1458,13185.0,4395,1723,93,53,40,390,159,122,159,26,126,40,7,55,0.985,,-1,6,7,13,-2,29,2280,1950,0.855,518,,17,3.8,6.7,23.6,7.8,41.8,6.6,76,3.0,42.9,,,,,,,,,,,,,10,1,1,9.9
4,13,2011,Rangers,CF,2055,1458,12972.0,4324,1552,114,69,44,394,166,118,165,26,85,46,9,43,0.981,,2,7,-5,-5,7,-5,2074,1752,0.845,510,,48,-3.4,7.4,36.9,-10.6,30.3,4.2,55,0.1,36.4,,,,,,,,,,,,,-12,-3,3,-11.9
5,3,2011,Red Sox,1B,2075,1457,13116.0,4372,1526,92,52,38,271,124,82,123,33,156,50,32,58,0.985,,0,-2,-7,-8,38,18,2169,1830,0.844,489,,16,-3.5,0.1,42.1,5.3,44.0,5.3,70,-6.6,30.4,,,,,,,,,,,,,7,0,-1,-5.0
6,9,2011,Yankees,P,2134,1458,13125.0,4375,1569,102,54,48,318,145,98,143,43,128,49,7,67,0.983,,0,0,6,6,-9,19,2209,1834,0.83,512,,16,7.3,1.2,16.9,-1.5,23.8,4.6,76,-0.5,22.4,,,,,,,,,,,,,24,1,-1,33.4
7,29,2011,Padres,P,2161,1457,13044.0,4348,1694,94,52,41,339,141,110,140,28,141,60,10,45,0.985,,-2,-4,-3,8,36,32,2093,1774,0.848,479,,-7,-4.1,-4.8,25.2,5.7,22.0,1.8,61,1.0,20.0,,,,,,,,,,,,,-13,0,5,-15.7
8,30,2011,Giants,2B,2241,1458,13212.0,4404,1657,104,63,40,282,127,86,128,41,124,59,14,42,0.983,,6,1,1,-8,-1,29,2045,1732,0.847,501,,-9,0.8,0.5,1.7,2.0,5.0,0.9,68,2.5,14.5,,,,,,,,,,,,,30,1,1,28.2
9,23,2011,Brewers,CF,2113,1458,12975.0,4325,1587,111,64,45,321,131,108,131,30,102,37,4,70,0.982,,-6,6,-8,1,18,32,2150,1789,0.832,511,,-62,-8.7,2.1,36.0,-11.3,18.1,1.1,74,-1.0,11.1,,,,,,,,,,,,,29,0,0,38.5
10,4,2011,White Sox,C,2018,1458,13140.0,4380,1667,79,42,37,328,130,113,130,27,135,37,10,55,0.987,,-2,3,-12,-4,9,-8,2246,1879,0.837,437,,-19,-12.0,2.9,-8.0,11.1,-6.0,-2.6,62,-1.6,10.6,,,,,,,,,,,,,9,-1,-3,12.1
11,22,2011,Dodgers,P,2147,1449,12888.0,4296,1511,85,40,45,267,121,87,122,35,116,40,8,50,0.986,,-1,0,5,7,-5,-1,2018,1700,0.842,405,,-5,5.3,-2.1,0.8,3.6,7.6,1.8,67,1.8,7.3,,,,,,,,,,,,,-12,0,1,-15.3
