,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
0,30,2010,Giants,C,2249,1458,13149.0,4383,1485,73,35,38,255,110,78,110,41,115,49,6,74,0.988,,4,1,7,0,0,23,2103,1775,0.844,411,,1,7.2,-1.4,36.4,14.3,56.5,9.4,69,-2.7,58.8,,,,,,,,,,,,,7,3,0,1.0
1,29,2010,Padres,P,2176,1458,13107.0,4369,1626,72,35,36,333,143,110,143,37,79,39,13,29,0.988,,0,-3,-5,8,63,70,2192,1832,0.836,441,,14,-4.1,-1.2,36.4,14.4,45.4,5.1,47,1.8,55.3,,,,,,,,,,,,,-7,1,1,11.1
2,18,2010,Reds,2B,2188,1458,13077.0,4359,1608,72,40,31,349,142,113,143,44,71,34,4,48,0.988,,0,0,-1,13,21,43,2307,1940,0.841,423,,44,-2.6,2.0,19.1,19.4,37.9,4.7,69,5.1,43.9,,,,,,,,,,,,,5,-4,2,16.3
3,15,2010,Diamondbacks,CF,2063,1458,12888.0,4296,1572,102,58,43,359,152,119,152,26,115,36,15,82,0.983,,-4,3,2,-4,15,15,2327,1932,0.83,437,,3,-0.6,3.5,52.1,-1.3,53.7,7.2,70,-7.0,39.7,,,,,,,,,,,,,10,-2,-2,7.7
4,8,2010,Twins,P,2066,1458,13074.0,4358,1710,78,35,41,348,151,113,150,43,82,37,8,41,0.987,,3,-2,4,6,-23,-2,2398,2042,0.852,386,,10,1.9,-4.6,16.4,14.4,28.1,3.6,47,-0.3,33.8,,,,,,,,,,,,,-2,3,0,4.3
5,10,2010,Athletics,1B,2071,1458,12885.0,4295,1704,99,44,52,380,147,122,147,54,88,32,8,42,0.984,,-2,6,-8,10,56,73,2258,1913,0.847,418,,32,-6.0,7.8,17.2,6.0,25.0,2.6,51,0.7,29.7,,,,,,,,,,,,,-1,5,0,-5.8
6,12,2010,Rays,1B,2200,1458,13083.0,4361,1499,85,40,43,329,137,105,136,36,89,30,9,60,0.986,,-4,-3,3,6,10,22,2226,1857,0.834,487,,56,4.6,-4.1,32.3,0.8,33.5,5.5,55,-3.6,26.0,,,,,,,,,,,,,-7,-1,11,-11.9
7,6,2010,Tigers,P,2115,1458,12999.0,4333,1668,109,64,39,418,171,135,171,26,101,50,11,75,0.982,,-4,5,7,-15,13,-5,2342,1939,0.828,477,,10,1.9,4.0,19.9,0.4,26.3,4.0,67,-4.9,16.3,,,,,,,,,,,,,1,0,0,-20.9
8,25,2010,Mets,2B,2117,1458,13077.0,4359,1665,87,41,45,378,163,120,164,30,51,26,10,48,0.986,,-2,2,14,-4,22,39,2303,1857,0.806,445,,4,14.6,1.5,-13.2,6.7,9.6,3.8,64,2.1,14.8,,,,,,,,,,,,,1,1,-1,-12.9
9,24,2010,Nationals,2B,2273,1458,12915.0,4305,1657,127,65,61,360,149,112,149,31,79,35,5,33,0.979,,2,-7,0,-6,8,-2,2302,1895,0.823,444,,2,-5.5,-5.6,26.7,-14.0,1.6,-1.2,67,8.6,14.2,,,,,,,,,,,,,15,-3,-3,15.8
10,13,2010,Rangers,SS,2117,1458,13098.0,4366,1499,105,60,44,338,133,107,133,35,116,35,8,56,0.982,,-4,-1,-8,2,5,-21,2268,1894,0.835,442,,10,1.7,-4.7,32.8,-4.3,25.5,3.3,46,-4.9,12.6,,,,,,,,,,,,,-6,-2,1,-5.0
11,28,2010,Cardinals,P,2204,1458,13083.0,4361,1872,99,56,42,420,172,131,172,54,53,38,10,42,0.984,,5,1,-2,8,18,53,2408,1958,0.813,451,,18,-7.5,4.3,-7.0,0.1,-10.0,-2.4,71,5.8,8.8,,,,,,,,,,,,,6,6,1,24.0
12,11,2010,Mariners,P,1881,1458,12942.0,4314,1657,110,67,42,349,146,105,146,36,73,29,16,73,0.982,,0,-1,-5,0,14,2,2471,2078,0.841,453,,4,-7.7,-0.4,30.5,-7.2,15.3,0.5,47,-11.6,8.7,,,,,,,,,,,,,-10,1,-2,-28.2
